"","X","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","NOTES"
"442",442,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","SLJ",32,"O",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"443",443,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","AGCL",32,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"444",444,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","SDS",32,"O",8,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"445",445,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","HOAS",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"446",446,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","ASRU",32,"O",7,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"447",447,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","CAIS",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"448",448,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","CAIS",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"449",449,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","BOEC",32,"O",1,1,"Invertebrate","Chordates","Tunicates",NA,"stalked tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Boltenia","Boltenia echinata",NA
"450",450,2014,7,18,"NE_APPLEDORE","BROAD_COVE","SL",32,"O",15,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"451",451,2014,7,18,"NE_APPLEDORE","BROAD_COVE","SLJ",32,"O",3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"452",452,2014,7,18,"NE_APPLEDORE","BROAD_COVE","HOAM",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"453",453,2014,7,18,"NE_APPLEDORE","BROAD_COVE","DEAC",32,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"454",454,2014,7,18,"NE_APPLEDORE","BROAD_COVE","SDS",32,"O",5,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"455",455,2014,7,21,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","BLD",32,"O",2,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"456",456,2014,7,21,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","ASRU",32,"O",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"457",457,2014,7,21,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","ULSP",32,"O",1,1,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ",NA
"458",458,2014,7,18,"NE_APPLEDORE","NORWEGIAN_COVE","DEVI",32,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"459",459,2014,7,18,"NE_APPLEDORE","NORWEGIAN_COVE","AGCL",32,"O",6,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"460",460,2014,7,18,"NE_APPLEDORE","NORWEGIAN_COVE","HOAM",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"461",461,2014,7,18,"NE_APPLEDORE","NORWEGIAN_COVE","HESA",32,"O",2,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"462",462,2014,7,18,"NE_APPLEDORE","NORWEGIAN_COVE","DEAC",32,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"463",463,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","SDS",40,"I",1,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"464",464,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","ASRU",40,"I",8,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"465",465,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","HESA",40,"I",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"466",466,2014,7,19,"NE_APPLEDORE","BROADWAY_42ND","PHGU",40,"I",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"467",467,2014,7,18,"NE_APPLEDORE","BROAD_COVE","SL",40,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"468",468,2014,7,18,"NE_APPLEDORE","BROAD_COVE","SLJ",40,"I",8,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"469",469,2014,7,18,"NE_APPLEDORE","BROAD_COVE","MYSP",40,"I",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"470",470,2014,7,18,"NE_APPLEDORE","BROAD_COVE","SDS",40,"I",8,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"471",471,2014,7,21,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","SLJ",40,"I",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"472",472,2014,7,21,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","BLD",40,"I",3,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"473",473,2014,7,21,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","ASRU",40,"I",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"474",474,2014,7,18,"NE_APPLEDORE","NORWEGIAN_COVE","SL",40,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"475",475,2014,7,18,"NE_APPLEDORE","NORWEGIAN_COVE","AGCL",40,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"476",476,2014,7,18,"NE_APPLEDORE","NORWEGIAN_COVE","SDS",40,"I",1,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"477",477,2014,7,18,"NE_APPLEDORE","NORWEGIAN_COVE","DEAC",40,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"478",478,2014,7,18,"NE_APPLEDORE","NORWEGIAN_COVE","PHGU",40,"I",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"479",479,2014,8,20,"NUBBLE_LIGHT","1","AGCL",0,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"480",480,2014,8,20,"NUBBLE_LIGHT","1","CAIS",0,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"481",481,2014,8,20,"NUBBLE_LIGHT","1","CAIS",0,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"482",482,2014,8,20,"NUBBLE_LIGHT","1","ASRUS",0,"O",28,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"483",483,2014,8,20,"NUBBLE_LIGHT","1","HESAS",0,"O",5,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"484",484,2014,8,20,"NUBBLE_LIGHT","1","PHGU",0,"O",2,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"485",485,2014,8,20,"NUBBLE_LIGHT","1","MYSP",0,"O",3,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"486",486,2014,8,20,"NUBBLE_LIGHT","1","LADI",0,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"487",487,2014,8,20,"NUBBLE_LIGHT","1","SDS",0,"O",122,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"488",488,2014,8,20,"NUBBLE_LIGHT","1","BLD",8,"I",3,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"489",489,2014,8,20,"NUBBLE_LIGHT","1","DEVI",8,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"490",490,2014,8,20,"NUBBLE_LIGHT","1","AGCL",8,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"491",491,2014,8,20,"NUBBLE_LIGHT","1","CAIS",8,"I",2,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"492",492,2014,8,20,"NUBBLE_LIGHT","1","CAIS",8,"I",2,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"493",493,2014,8,20,"NUBBLE_LIGHT","1","ASRUS",8,"I",36,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"494",494,2014,8,20,"NUBBLE_LIGHT","1","HESAS",8,"I",3,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"495",495,2014,8,20,"NUBBLE_LIGHT","1","PHGU",8,"I",2,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"496",496,2014,8,20,"NUBBLE_LIGHT","1","MYSP",8,"I",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"497",497,2014,8,20,"NUBBLE_LIGHT","1","LADI",8,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"498",498,2014,8,20,"NUBBLE_LIGHT","1","SDS",8,"I",1,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"499",499,2014,8,20,"NUBBLE_LIGHT","1","SDL",8,"I",1,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"500",500,2014,8,20,"NUBBLE_LIGHT","1","MESE",8,"I",1,1,"Invertebrate","Cnidarians","Anthozoa",NA,"Clonal Plumose Anemone",NA,NA,NA,NA,NA,NA,"Metridium senile",NA
"501",501,2014,8,20,"NUBBLE_LIGHT","1","CAIS",16,"O",3,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"502",502,2014,8,20,"NUBBLE_LIGHT","1","CAIS",16,"O",3,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"503",503,2014,8,20,"NUBBLE_LIGHT","1","ASRUS",16,"O",40,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"504",504,2014,8,20,"NUBBLE_LIGHT","1","HESAS",16,"O",1,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"505",505,2014,8,20,"NUBBLE_LIGHT","1","PHGU",16,"O",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"506",506,2014,8,20,"NUBBLE_LIGHT","1","LADI",16,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"507",507,2014,8,20,"NUBBLE_LIGHT","1","AGCL",24,"I",9,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"508",508,2014,8,20,"NUBBLE_LIGHT","1","CAIS",24,"I",6,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"509",509,2014,8,20,"NUBBLE_LIGHT","1","CAIS",24,"I",6,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"510",510,2014,8,20,"NUBBLE_LIGHT","1","ASRUS",24,"I",35,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"511",511,2014,8,20,"NUBBLE_LIGHT","1","HESAS",24,"I",4,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"512",512,2014,8,20,"NUBBLE_LIGHT","1","AGCL",32,"O",8,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"513",513,2014,8,20,"NUBBLE_LIGHT","1","CAIS",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"514",514,2014,8,20,"NUBBLE_LIGHT","1","CAIS",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"515",515,2014,8,20,"NUBBLE_LIGHT","1","ASRUS",32,"O",43,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"516",516,2014,8,20,"NUBBLE_LIGHT","1","HESAS",32,"O",2,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"517",517,2014,8,20,"NUBBLE_LIGHT","1","LADI",32,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"518",518,2014,8,20,"NUBBLE_LIGHT","1","SLJ",40,"I",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"519",519,2014,8,20,"NUBBLE_LIGHT","1","AGCL",40,"I",10,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"520",520,2014,8,20,"NUBBLE_LIGHT","1","CAIS",40,"I",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"521",521,2014,8,20,"NUBBLE_LIGHT","1","CAIS",40,"I",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"522",522,2014,8,20,"NUBBLE_LIGHT","1","ASRUS",40,"I",33,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"523",523,2014,8,20,"NUBBLE_LIGHT","1","HESAS",40,"I",4,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"524",524,2014,8,20,"NUBBLE_LIGHT","1","MYSP",40,"I",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"525",525,2014,8,20,"NUBBLE_LIGHT","1","SDS",40,"I",1,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"526",526,2014,7,18,"NW_APPLEDORE","SANDPIPER","SL",0,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","*Temp from Transect Info Form"
"527",527,2014,7,18,"NW_APPLEDORE","SANDPIPER","SLJ",0,"O",8,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"528",528,2014,7,18,"NW_APPLEDORE","SANDPIPER","DEVI",0,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"529",529,2014,7,18,"NW_APPLEDORE","SANDPIPER","DEAC",0,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"530",530,2014,7,21,"NW_APPLEDORE","MAGIC_8_BALL","SL",0,"O",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"531",531,2014,7,21,"NW_APPLEDORE","MAGIC_8_BALL","SLJ",0,"O",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"532",532,2014,7,21,"NW_APPLEDORE","MAGIC_8_BALL","SDS",0,"O",11,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"533",533,2014,7,21,"NW_APPLEDORE","MAGIC_8_BALL","HESA",0,"O",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"534",534,2014,7,21,"NW_APPLEDORE","MAGIC_8_BALL","DEAC",0,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"535",535,2014,7,18,"NW_APPLEDORE","LARUS_LEDGE","SL",0,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","*Temp from Transect Info Form"
"536",536,2014,7,18,"NW_APPLEDORE","LARUS_LEDGE","DEVI",0,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"537",537,2014,7,18,"NW_APPLEDORE","LARUS_LEDGE","AGCL",0,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"538",538,2014,7,18,"NW_APPLEDORE","LARUS_LEDGE","HOAM",0,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"539",539,2014,7,21,"NW_APPLEDORE","NORTH_HEAD","SL",0,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","*Depth @ 40m, Vis, and Temp from Transect Info Form"
"540",540,2014,7,21,"NW_APPLEDORE","NORTH_HEAD","BLD",0,"O",1,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"541",541,2014,7,21,"NW_APPLEDORE","NORTH_HEAD","AGCL",0,"O",8,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"542",542,2014,7,21,"NW_APPLEDORE","NORTH_HEAD","MYSP",0,"O",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"543",543,2014,7,21,"NW_APPLEDORE","NORTH_HEAD","HESA",0,"O",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"544",544,2014,7,21,"NW_APPLEDORE","NORTH_HEAD","SDS",0,"O",26,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"545",545,2014,7,18,"NW_APPLEDORE","SANDPIPER","SL",8,"I",6,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","*Temp from Transect Info Form"
"546",546,2014,7,18,"NW_APPLEDORE","SANDPIPER","SLJ",8,"I",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
